,longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,median_house_value,housing_mdian_age
2460,-122.16,37.76,2299.0,514.0,1437.0,484.0,2.5122,95500.0,45.0
2461,-117.99,33.67,3808.0,790.0,1776.0,756.0,4.625,282200.0,19.0
2462,-121.83,37.4,1145.0,150.0,492.0,160.0,5.716,348300.0,27.0
2463,-118.19,35.05,2992.0,573.0,1631.0,526.0,3.7452,83200.0,14.0
2464,-118.03,33.77,3810.0,579.0,1818.0,590.0,5.8053,255900.0,24.0
2465,-122.26,37.82,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,22.0
2466,-118.37,33.93,442.0,88.0,255.0,94.0,4.4474,246900.0,46.0
2467,-118.22,34.05,1153.0,411.0,1667.0,409.0,1.9402,139300.0,43.0
2468,-122.49,37.68,3718.0,676.0,2510.0,632.0,5.3311,270800.0,34.0
2469,-116.51,33.84,980.0,193.0,454.0,185.0,4.0729,100000.0,16.0
2470,-121.88,37.66,2702.0,680.0,1360.0,642.0,3.1127,233000.0,29.0
2471,-122.44,37.8,2869.0,594.0,500.0,335.0,5.0376,500001.0,52.0
2472,-121.34,38.05,667.0,92.0,267.0,90.0,5.6147,244700.0,16.0
2473,-117.87,33.84,1545.0,354.0,730.0,350.0,4.5112,139000.0,16.0
2474,-122.28,37.89,2315.0,408.0,835.0,369.0,4.5893,290100.0,52.0
2475,-121.83,37.99,2741.0,449.0,1507.0,460.0,4.7566,142500.0,18.0
2476,-119.53,36.65,1676.0,320.0,1056.0,276.0,2.5562,93200.0,43.0
2477,-117.39,34.09,5736.0,945.0,3528.0,932.0,4.3958,130700.0,10.0
2478,-118.23,33.9,1285.0,238.0,840.0,211.0,3.4107,112500.0,45.0
2479,-121.32,38.67,3455.0,706.0,1605.0,704.0,3.1382,91600.0,21.0
2480,-118.33,34.05,3015.0,795.0,2300.0,725.0,2.0706,268500.0,46.0
2481,-122.21,37.84,3424.0,597.0,1358.0,597.0,6.0194,292300.0,44.0
2482,-117.9,34.53,3484.0,647.0,2169.0,619.0,3.9766,135800.0,8.0
2483,-122.47,37.51,4974.0,764.0,2222.0,774.0,6.7606,364300.0,15.0
2484,-118.02,33.77,586.0,118.0,232.0,107.0,5.2077,181300.0,7.0
2485,-119.73,34.43,2703.0,654.0,1383.0,631.0,4.5278,340400.0,35.0
2486,-120.68,35.14,3100.0,617.0,1155.0,542.0,3.0938,245900.0,34.0
2487,-122.47,38.29,3732.0,846.0,1277.0,775.0,2.5658,208000.0,14.0
2488,-121.9,37.35,1034.0,239.0,531.0,223.0,2.7411,227100.0,52.0
2489,-121.87,37.26,1051.0,172.0,446.0,173.0,5.6652,234500.0,17.0
2490,-117.97,33.89,3801.0,542.0,1992.0,526.0,9.0683,367400.0,15.0
2491,-116.87,33.91,1858.0,361.0,1632.0,310.0,2.7536,73100.0,37.0
2492,-122.15,37.47,1560.0,301.0,1331.0,316.0,3.0521,151500.0,38.0
2493,-118.31,34.01,2547.0,475.0,1417.0,444.0,1.8214,123200.0,52.0
2494,-118.44,34.04,32.0,7.0,14.0,7.0,2.1875,225000.0,49.0
2495,-118.01,33.85,2064.0,447.0,1265.0,400.0,3.8864,209300.0,29.0
2496,-122.27,41.2,4513.0,985.0,1926.0,815.0,1.5923,56000.0,52.0
2497,-122.32,37.56,2016.0,299.0,691.0,288.0,5.549,500001.0,49.0
2498,-119.77,36.72,1763.0,389.0,1623.0,390.0,1.4427,47700.0,43.0
2499,-122.14,37.84,2131.0,343.0,874.0,373.0,5.6349,355600.0,24.0
2500,-118.34,34.09,3032.0,999.0,1691.0,841.0,2.2,210000.0,14.0
2501,-117.61,34.34,5210.0,912.0,1301.0,464.0,4.8623,176900.0,18.0
2502,-118.23,33.76,49.0,14.0,29.0,16.0,5.0,87500.0,21.0
2503,-117.89,33.77,2342.0,570.0,1445.0,453.0,4.1951,195000.0,32.0
2504,-118.26,33.91,967.0,256.0,903.0,256.0,1.9038,93100.0,39.0
2505,-118.4,33.99,1613.0,380.0,1113.0,356.0,2.825,276700.0,39.0
2506,-117.14,32.92,1558.0,314.0,949.0,332.0,5.2864,174400.0,15.0
2507,-118.15,33.77,2204.0,498.0,899.0,445.0,4.1765,393900.0,52.0
2508,-118.59,34.21,2737.0,868.0,2924.0,785.0,2.5797,183500.0,17.0
2509,-121.37,36.83,3658.0,612.0,1951.0,600.0,4.76,216000.0,14.0
2510,-120.48,35.02,2721.0,477.0,1672.0,492.0,2.9798,204800.0,17.0
2511,-118.44,34.21,1440.0,325.0,1014.0,322.0,2.875,168600.0,41.0
2512,-122.32,38.33,851.0,118.0,370.0,123.0,5.0877,209300.0,17.0
2513,-121.87,37.28,3305.0,749.0,2459.0,701.0,3.9688,249600.0,21.0
2514,-117.1,33.07,2402.0,336.0,1080.0,365.0,8.6803,347300.0,16.0
2515,-118.03,33.76,4650.0,849.0,2503.0,790.0,5.742,221900.0,25.0
2516,-122.4,37.73,1489.0,326.0,1115.0,356.0,2.6364,199300.0,48.0
2517,-118.34,34.12,3257.0,679.0,1237.0,638.0,4.2415,409600.0,41.0
2518,-121.04,39.24,1188.0,227.0,471.0,219.0,2.3125,125700.0,48.0
2519,-117.97,33.91,8096.0,1318.0,3853.0,1313.0,6.0076,269500.0,19.0
2520,-117.1,32.68,1183.0,289.0,900.0,266.0,2.4943,99600.0,45.0
2521,-116.61,33.93,321.0,71.0,157.0,61.0,2.8056,68100.0,35.0
2522,-118.39,34.08,6605.0,1710.0,2665.0,1520.0,3.8088,500001.0,27.0
2523,-121.23,38.65,2926.0,476.0,1349.0,480.0,4.6437,212900.0,19.0
2524,-122.2,37.79,1640.0,376.0,939.0,340.0,2.8321,150000.0,29.0
2525,-117.18,32.83,2105.0,525.0,1218.0,484.0,3.375,184100.0,23.0
2526,-118.08,33.77,2461.0,562.0,971.0,544.0,2.1944,87500.0,26.0
2527,-120.45,34.66,3329.0,504.0,1462.0,452.0,4.7875,198300.0,7.0
2528,-117.82,33.68,1346.0,213.0,603.0,219.0,8.7974,360600.0,4.0
2529,-121.92,36.61,1619.0,352.0,831.0,344.0,4.3,226400.0,27.0
2530,-122.01,37.53,4572.0,712.0,2346.0,709.0,6.0667,245700.0,19.0
2531,-118.27,33.95,987.0,248.0,902.0,221.0,2.3365,98000.0,34.0
2532,-119.96,38.94,1492.0,393.0,717.0,254.0,1.8906,104200.0,27.0
2533,-121.42,36.57,2685.0,621.0,2474.0,573.0,2.8775,134100.0,13.0
2534,-120.96,37.66,2485.0,434.0,1296.0,434.0,3.8542,145200.0,15.0
2535,-118.65,34.2,7480.0,1084.0,3037.0,1058.0,6.9223,338400.0,23.0
2536,-122.31,38.0,3108.0,534.0,1687.0,516.0,4.3333,170800.0,29.0
2537,-118.35,34.07,890.0,255.0,434.0,232.0,3.6111,450000.0,48.0
2538,-118.19,33.79,3497.0,1096.0,2994.0,919.0,1.8109,137500.0,29.0
2539,-122.14,37.41,2419.0,426.0,949.0,433.0,6.4588,437100.0,35.0
2540,-119.81,36.71,1026.0,221.0,789.0,183.0,1.5625,52800.0,25.0
2541,-117.18,32.68,1539.0,344.0,556.0,289.0,3.25,500001.0,29.0
2542,-117.77,34.08,5929.0,932.0,2817.0,828.0,6.0434,214800.0,27.0
2543,-118.11,33.86,2389.0,410.0,1229.0,393.0,5.3889,234900.0,33.0
2544,-118.28,34.09,1739.0,464.0,938.0,482.0,2.4429,228800.0,52.0
2545,-117.93,34.04,1336.0,239.0,905.0,253.0,4.8854,178100.0,30.0
2546,-117.05,32.76,4879.0,906.0,2076.0,871.0,3.6625,154800.0,37.0
2547,-118.25,33.87,6812.0,1263.0,3704.0,1216.0,4.25,169200.0,18.0
2548,-122.41,37.78,254.0,72.0,153.0,29.0,3.8625,350000.0,52.0
2549,-119.72,34.47,3262.0,533.0,1265.0,502.0,5.8411,381800.0,34.0
2550,-118.12,34.15,1671.0,480.0,1005.0,443.0,3.0119,171400.0,22.0
2551,-122.21,37.83,4991.0,674.0,1616.0,654.0,7.5544,411500.0,40.0
2552,-119.38,36.56,3965.0,804.0,1945.0,733.0,2.6906,95300.0,14.0
2553,-118.38,34.28,4428.0,825.0,3152.0,836.0,4.7932,166300.0,22.0
2554,-117.34,34.12,1008.0,164.0,568.0,196.0,3.3516,105600.0,26.0
2555,-122.06,37.39,1236.0,290.0,413.0,274.0,3.6875,40000.0,22.0
2556,-118.46,34.07,2418.0,301.0,850.0,318.0,14.2867,500001.0,49.0
2557,-117.9,34.15,2056.0,461.0,1332.0,429.0,3.3942,212800.0,21.0
2558,-123.47,39.8,2130.0,545.0,863.0,346.0,2.3571,79200.0,18.0
2559,-121.91,37.25,1944.0,343.0,975.0,334.0,4.9205,240500.0,31.0
2560,-122.32,38.32,2483.0,528.0,1478.0,492.0,4.0878,164400.0,22.0
2561,-118.14,33.88,2596.0,580.0,1662.0,539.0,4.0507,179500.0,30.0
2562,-117.82,33.81,2662.0,402.0,1247.0,401.0,5.4395,244000.0,25.0
2563,-118.27,34.07,1270.0,556.0,1692.0,450.0,1.87,170800.0,38.0
2564,-117.44,33.95,914.0,177.0,556.0,161.0,3.7344,115300.0,31.0
2565,-118.1,34.07,1240.0,349.0,1383.0,338.0,2.4931,170300.0,36.0
2566,-121.83,37.37,1461.0,284.0,800.0,258.0,3.2279,182400.0,43.0
2567,-120.9,35.33,1576.0,287.0,595.0,262.0,3.588,266300.0,16.0
2568,-121.75,36.92,1801.0,353.0,1071.0,361.0,3.6,194500.0,48.0
2569,-117.91,33.65,885.0,321.0,590.0,254.0,2.625,217900.0,24.0
2570,-117.2,32.8,2573.0,436.0,1084.0,443.0,4.2417,294100.0,33.0
2571,-118.23,34.18,1708.0,280.0,768.0,276.0,6.207,457400.0,43.0
2572,-118.32,33.93,1536.0,273.0,804.0,287.0,4.9615,157800.0,34.0
2573,-117.76,34.12,9020.0,1509.0,3575.0,1486.0,4.2415,275700.0,16.0
2574,-118.45,34.23,4393.0,1369.0,3781.0,1267.0,2.5833,183700.0,25.0
2575,-122.45,41.28,2740.0,503.0,1188.0,445.0,3.4519,128800.0,15.0
2576,-118.33,34.01,2227.0,564.0,956.0,472.0,2.0217,187500.0,43.0
2577,-124.16,40.79,3042.0,597.0,1206.0,541.0,2.1135,90600.0,46.0
2578,-118.14,34.06,1339.0,258.0,706.0,238.0,4.7569,253800.0,37.0
2579,-121.14,38.77,10282.0,1333.0,3868.0,1300.0,6.4789,287800.0,15.0
2580,-117.75,33.83,2452.0,296.0,954.0,275.0,8.2375,388300.0,14.0
2581,-122.12,37.69,1197.0,269.0,695.0,279.0,3.4375,157800.0,30.0
2582,-117.79,34.07,1694.0,333.0,1689.0,301.0,3.7583,116300.0,33.0
2583,-118.41,34.09,2716.0,302.0,809.0,291.0,15.0001,500001.0,37.0
2584,-118.53,34.44,1285.0,195.0,650.0,193.0,6.0398,217800.0,19.0
2585,-120.78,38.74,4236.0,877.0,2008.0,881.0,2.1603,111300.0,28.0
2586,-122.35,37.58,854.0,246.0,396.0,231.0,2.8393,375000.0,26.0
2587,-119.72,36.82,946.0,239.0,550.0,246.0,2.2639,52500.0,15.0
2588,-118.14,34.01,1973.0,510.0,1841.0,502.0,2.5326,156500.0,42.0
2589,-117.12,32.75,2222.0,634.0,1025.0,568.0,1.64,130000.0,25.0
2590,-117.9,34.13,1801.0,422.0,1564.0,425.0,3.1597,133000.0,37.0
2591,-117.39,33.69,6529.0,997.0,3464.0,1006.0,5.3275,168700.0,5.0
2592,-122.45,40.61,785.0,155.0,417.0,136.0,2.3289,58200.0,17.0
2593,-117.12,34.21,4641.0,994.0,1334.0,474.0,4.5972,123900.0,19.0
2594,-122.76,38.46,4742.0,756.0,2149.0,732.0,4.5152,199200.0,14.0
2595,-118.19,34.12,3387.0,820.0,2833.0,813.0,2.987,176900.0,46.0
2596,-118.31,34.06,369.0,147.0,145.0,136.0,0.8804,450000.0,36.0
2597,-122.34,37.95,1128.0,240.0,702.0,270.0,3.6719,134100.0,45.0
2598,-118.22,34.66,3810.0,662.0,1867.0,586.0,4.9,152400.0,17.0
2599,-118.29,34.05,907.0,349.0,1426.0,323.0,1.8571,143800.0,40.0
2600,-117.96,33.87,1785.0,360.0,1155.0,403.0,4.7984,175800.0,37.0
2601,-119.57,34.38,2512.0,426.0,919.0,341.0,5.759,425000.0,22.0
2602,-118.28,33.75,1305.0,381.0,1384.0,369.0,2.45,186800.0,41.0
2603,-121.89,38.01,1000.0,188.0,663.0,212.0,4.0972,99200.0,32.0
2604,-118.13,34.16,1872.0,357.0,984.0,364.0,4.0,250400.0,52.0
2605,-118.04,34.18,3134.0,532.0,1220.0,508.0,5.2865,455400.0,37.0
2606,-123.22,39.16,1149.0,187.0,499.0,208.0,3.6587,154600.0,32.0
2607,-120.69,38.44,1473.0,265.0,597.0,228.0,4.2917,121300.0,13.0
2608,-118.04,33.8,2685.0,466.0,1359.0,476.0,5.0261,245100.0,33.0
2609,-119.8,36.73,925.0,231.0,797.0,228.0,1.7011,44800.0,45.0
2610,-117.49,33.91,5364.0,1020.0,3754.0,936.0,3.2857,139100.0,17.0
2611,-118.34,34.01,4291.0,1102.0,1941.0,953.0,1.7945,106300.0,37.0
2612,-118.37,34.19,2924.0,867.0,2751.0,836.0,2.1,171600.0,41.0
2613,-117.27,34.45,6463.0,1095.0,3213.0,1031.0,3.2215,108800.0,8.0
2614,-120.45,34.87,1533.0,221.0,545.0,191.0,7.5696,328700.0,4.0
2615,-122.32,37.52,4042.0,591.0,1611.0,578.0,8.4693,419200.0,26.0
2616,-121.42,38.49,13180.0,2444.0,7235.0,2335.0,3.363,103000.0,17.0
2617,-115.57,32.78,2321.0,367.0,1173.0,360.0,4.0375,86400.0,29.0
2618,-118.47,33.99,2167.0,622.0,1095.0,570.0,2.8514,358700.0,52.0
2619,-118.27,33.96,796.0,203.0,697.0,177.0,2.037,92600.0,42.0
2620,-118.05,33.9,550.0,129.0,642.0,125.0,1.875,119900.0,41.0
2621,-118.96,35.4,4667.0,875.0,2404.0,841.0,3.2325,89000.0,28.0
2622,-117.13,32.98,2276.0,311.0,1158.0,317.0,6.4321,271900.0,5.0
2623,-122.04,37.61,1151.0,216.0,727.0,215.0,4.1719,187000.0,36.0
2624,-116.58,33.09,992.0,224.0,334.0,126.0,3.0089,134400.0,36.0
2625,-121.98,38.25,2487.0,440.0,1545.0,452.0,4.9103,140400.0,4.0
2626,-122.3,37.92,3943.0,605.0,1524.0,614.0,6.0677,321600.0,32.0
2627,-121.57,39.48,202.0,54.0,145.0,40.0,0.8252,42500.0,15.0
2628,-118.09,33.92,847.0,185.0,713.0,194.0,4.8542,167400.0,36.0
2629,-117.71,33.61,3004.0,718.0,891.0,626.0,2.395,80300.0,25.0
2630,-118.21,33.9,941.0,233.0,973.0,253.0,1.9583,102300.0,41.0
2631,-118.29,34.17,1732.0,305.0,875.0,311.0,4.325,292600.0,52.0
2632,-118.95,35.4,4483.0,894.0,2136.0,883.0,3.6875,101700.0,23.0
2633,-117.41,34.23,889.0,131.0,439.0,141.0,6.1426,155000.0,17.0
2634,-121.92,36.57,3944.0,738.0,1374.0,598.0,4.174,394400.0,42.0
2635,-121.64,39.15,2659.0,396.0,1159.0,407.0,5.234,124900.0,15.0
2636,-120.92,37.63,45.0,8.0,22.0,9.0,1.7679,450000.0,39.0
2637,-122.27,37.84,1688.0,337.0,853.0,325.0,2.1806,99700.0,52.0
2638,-118.27,34.1,3149.0,519.0,1082.0,510.0,6.4459,421600.0,51.0
2639,-121.81,37.24,3250.0,610.0,1978.0,568.0,4.5,234400.0,21.0
2640,-114.62,33.62,18.0,3.0,5.0,3.0,0.536,275000.0,26.0
2641,-118.09,34.71,5807.0,1182.0,2602.0,1007.0,2.4012,159400.0,5.0
2642,-118.2,34.02,2230.0,593.0,2419.0,598.0,2.3944,130700.0,48.0
2643,-119.62,36.59,2287.0,390.0,1330.0,393.0,4.0197,88000.0,17.0
2644,-118.41,34.19,779.0,145.0,450.0,148.0,3.9792,193800.0,42.0
2645,-118.3,33.98,1998.0,410.0,1176.0,382.0,3.0455,102400.0,48.0
2646,-117.33,34.12,1703.0,385.0,1356.0,363.0,2.0391,70400.0,38.0
2647,-118.5,34.02,5109.0,1482.0,2313.0,1451.0,3.3266,483300.0,28.0
2648,-118.07,33.92,1560.0,320.0,1348.0,314.0,3.622,174000.0,36.0
2649,-117.13,32.58,2511.0,615.0,1427.0,576.0,3.1645,156000.0,27.0
2650,-117.27,34.49,2344.0,351.0,846.0,314.0,4.7361,174500.0,7.0
2651,-121.45,38.6,2324.0,413.0,823.0,375.0,4.6625,158900.0,44.0
2652,-121.98,37.22,10088.0,1910.0,3728.0,1781.0,5.2321,500001.0,46.0
2653,-120.31,36.65,943.0,209.0,514.0,156.0,2.25,76600.0,24.0
2654,-117.95,33.84,1378.0,492.0,1202.0,448.0,3.4028,183700.0,32.0
2655,-119.7,36.8,1768.0,303.0,888.0,314.0,3.8088,87700.0,34.0
2656,-121.88,37.43,3469.0,896.0,2762.0,808.0,3.3884,245800.0,17.0
2657,-118.43,34.26,1269.0,348.0,1835.0,335.0,3.2583,147200.0,37.0
2658,-121.89,37.35,1562.0,439.0,1469.0,424.0,2.5673,177500.0,48.0
2659,-121.33,38.04,2903.0,440.0,1325.0,423.0,4.5179,145600.0,15.0
2660,-123.73,39.17,4620.0,1042.0,1745.0,794.0,2.375,158800.0,20.0
2661,-118.04,33.97,1759.0,431.0,1282.0,391.0,3.0491,158200.0,34.0
2662,-118.15,34.19,1854.0,360.0,1126.0,382.0,3.2216,161600.0,48.0
2663,-118.11,34.02,9559.0,1911.0,5279.0,1844.0,5.1515,318900.0,17.0
2664,-121.2,38.67,3875.0,668.0,1632.0,593.0,4.6902,171000.0,10.0
2665,-118.39,34.12,6447.0,1012.0,2184.0,960.0,8.2816,500001.0,29.0
2666,-118.37,34.06,2239.0,423.0,832.0,411.0,5.0858,470000.0,52.0
2667,-118.52,34.2,2891.0,594.0,1757.0,581.0,4.3571,199800.0,35.0
2668,-118.37,33.95,836.0,175.0,747.0,166.0,4.125,174000.0,52.0
2669,-121.34,37.98,2628.0,428.0,1158.0,393.0,5.3002,191700.0,8.0
2670,-119.32,36.19,3136.0,620.0,2013.0,583.0,3.335,69700.0,11.0
2671,-117.84,34.04,9959.0,1544.0,4904.0,1429.0,6.9754,402500.0,4.0
2672,-118.23,34.15,2294.0,716.0,1686.0,680.0,3.0288,258300.0,19.0
2673,-115.52,32.98,1302.0,327.0,1244.0,316.0,2.2054,66400.0,21.0
2674,-117.79,34.07,975.0,192.0,870.0,183.0,3.7933,116100.0,34.0
2675,-115.59,32.96,841.0,146.0,473.0,154.0,3.1979,113500.0,17.0
2676,-121.83,37.3,1299.0,211.0,825.0,217.0,4.5,235800.0,17.0
2677,-117.27,34.5,3567.0,543.0,1133.0,419.0,5.3733,302600.0,8.0
2678,-118.04,33.93,1805.0,387.0,1505.0,366.0,4.1667,151900.0,35.0
2679,-122.09,37.95,1339.0,209.0,601.0,209.0,6.0265,247900.0,32.0
2680,-122.23,37.75,1542.0,289.0,654.0,268.0,3.9632,240000.0,50.0
2681,-117.88,33.72,1421.0,300.0,1236.0,263.0,3.9844,165300.0,38.0
2682,-122.42,37.75,2164.0,533.0,1122.0,469.0,3.2632,306000.0,52.0
2683,-118.05,34.14,2125.0,295.0,862.0,303.0,8.9728,500001.0,39.0
2684,-118.06,34.11,2178.0,485.0,914.0,412.0,2.7656,239500.0,36.0
2685,-118.15,33.87,2373.0,552.0,1673.0,571.0,3.0685,181800.0,33.0
2686,-117.25,32.76,2331.0,493.0,836.0,433.0,4.9125,452600.0,38.0
2687,-117.86,33.74,2254.0,630.0,2984.0,625.0,2.5,162500.0,34.0
2688,-122.53,39.09,1264.0,271.0,370.0,177.0,1.3,69700.0,11.0
2689,-117.97,33.68,1722.0,316.0,865.0,309.0,4.6452,273800.0,23.0
2690,-118.06,34.03,21.0,7.0,21.0,9.0,2.375,175000.0,36.0
2691,-117.82,33.74,2720.0,680.0,1559.0,631.0,3.0958,137800.0,25.0
2692,-121.8,37.7,5533.0,943.0,2474.0,910.0,4.7361,216800.0,22.0
2693,-121.73,36.85,1304.0,278.0,887.0,227.0,3.6607,206300.0,22.0
2694,-118.32,33.86,495.0,90.0,269.0,93.0,6.4391,252300.0,34.0
2695,-118.28,34.04,1283.0,545.0,1932.0,516.0,1.2969,160200.0,24.0
2696,-117.03,32.95,4500.0,815.0,2456.0,782.0,4.5032,168900.0,19.0
2697,-117.87,33.83,2287.0,353.0,1140.0,351.0,5.6163,231000.0,27.0
2698,-122.09,37.65,1130.0,192.0,543.0,184.0,4.3897,190600.0,35.0
2699,-117.6,34.03,1499.0,232.0,918.0,239.0,5.5677,175400.0,16.0
2700,-121.46,38.61,1111.0,269.0,613.0,290.0,1.2917,66300.0,43.0
2701,-117.96,34.53,2907.0,559.0,1681.0,531.0,3.8594,141000.0,10.0
2702,-116.46,33.79,6960.0,1487.0,1130.0,661.0,2.1411,136400.0,10.0
2703,-118.54,34.37,2051.0,301.0,917.0,287.0,7.6059,323700.0,27.0
2704,-122.16,37.45,1135.0,219.0,441.0,200.0,7.5418,492000.0,52.0
2705,-117.71,34.06,2127.0,628.0,1970.0,534.0,1.4722,91300.0,27.0
2706,-118.29,34.03,907.0,378.0,822.0,288.0,1.2875,179200.0,42.0
2707,-118.18,33.9,1452.0,365.0,1888.0,366.0,3.5461,146400.0,32.0
2708,-121.36,38.69,6850.0,1400.0,4251.0,1421.0,3.6989,93300.0,13.0
2709,-122.37,40.52,4547.0,774.0,2269.0,766.0,3.7896,98100.0,18.0
2710,-122.41,37.71,1852.0,429.0,1615.0,447.0,3.495,217800.0,49.0
2711,-118.53,34.24,2718.0,719.0,3018.0,644.0,2.9076,275300.0,24.0
2712,-121.88,37.67,4070.0,624.0,1543.0,577.0,6.5214,311500.0,16.0
2713,-120.09,37.0,3761.0,675.0,2374.0,673.0,3.4598,74600.0,11.0
2714,-117.1,32.75,871.0,379.0,955.0,351.0,1.4375,96400.0,17.0
2715,-119.64,36.35,1765.0,310.0,746.0,298.0,2.8125,70200.0,30.0
2716,-118.26,33.97,1504.0,374.0,1168.0,358.0,1.4625,94200.0,47.0
2717,-117.6,33.91,1864.0,271.0,1006.0,288.0,7.2379,251000.0,15.0
2718,-122.2,39.51,2358.0,413.0,1060.0,424.0,2.8333,69700.0,37.0
2719,-122.12,37.69,2227.0,560.0,1140.0,472.0,2.3973,167300.0,10.0
2720,-118.2,33.97,825.0,212.0,820.0,184.0,1.8897,174300.0,43.0
2721,-121.28,38.14,2803.0,500.0,1223.0,509.0,4.119,128800.0,38.0
2722,-119.03,34.23,5323.0,795.0,2493.0,779.0,5.6762,271300.0,16.0
2723,-121.7,38.1,4896.0,1083.0,2150.0,905.0,3.3398,89700.0,19.0
2724,-117.96,33.83,2838.0,649.0,1758.0,593.0,3.3831,197400.0,30.0
2725,-120.7,36.99,320.0,73.0,222.0,78.0,2.9271,87500.0,32.0
2726,-122.39,37.74,1462.0,308.0,924.0,302.0,2.1767,185300.0,45.0
2727,-121.76,38.41,686.0,107.0,348.0,109.0,3.9306,93800.0,19.0
2728,-121.35,38.66,3322.0,805.0,1694.0,774.0,2.7011,130700.0,8.0
2729,-118.67,34.28,4059.0,598.0,2133.0,634.0,5.6949,235300.0,21.0
2730,-118.31,34.1,766.0,347.0,918.0,305.0,1.705,350000.0,33.0
2731,-117.69,34.04,4459.0,896.0,2028.0,881.0,4.0096,182600.0,5.0
2732,-119.6,36.58,1452.0,300.0,919.0,308.0,2.8287,73100.0,28.0
2733,-121.76,36.75,1141.0,257.0,671.0,195.0,3.8424,155700.0,21.0
2734,-117.94,33.86,1235.0,227.0,875.0,220.0,4.6964,183100.0,35.0
2735,-120.86,37.77,1208.0,232.0,535.0,232.0,2.3523,94700.0,28.0
2736,-121.84,37.35,2914.0,768.0,2962.0,762.0,2.2031,164000.0,22.0
2737,-121.07,38.9,1280.0,281.0,523.0,266.0,1.7375,122200.0,52.0
2738,-118.45,33.96,3097.0,791.0,1075.0,639.0,5.723,500001.0,24.0
2739,-118.29,34.18,1602.0,265.0,667.0,251.0,5.049,323500.0,52.0
2740,-119.97,36.44,1128.0,237.0,772.0,220.0,2.1771,39200.0,18.0
2741,-121.93,38.31,185.0,32.0,85.0,32.0,4.875,250000.0,25.0
2742,-118.2,33.93,1626.0,307.0,1280.0,295.0,3.5313,146500.0,38.0
2743,-122.18,38.23,2475.0,341.0,812.0,308.0,7.2589,320400.0,21.0
2744,-118.01,34.14,3350.0,831.0,1816.0,744.0,2.8352,161700.0,20.0
2745,-117.87,34.13,1741.0,373.0,872.0,333.0,3.4219,194500.0,32.0
2746,-118.53,34.27,1931.0,298.0,948.0,314.0,5.3847,329200.0,32.0
2747,-117.14,32.8,2670.0,435.0,1256.0,431.0,3.9417,179800.0,33.0
2748,-118.07,34.17,4062.0,597.0,1525.0,566.0,7.8588,454800.0,34.0
2749,-117.58,33.88,1739.0,478.0,1235.0,420.0,2.2969,116100.0,16.0
2750,-120.06,36.97,1859.0,428.0,1208.0,399.0,1.4044,61700.0,35.0
2751,-121.83,38.43,1307.0,314.0,917.0,291.0,2.2244,98100.0,24.0
2752,-122.48,37.72,1405.0,338.0,733.0,342.0,4.1116,187500.0,45.0
2753,-116.91,32.75,8710.0,1614.0,4372.0,1527.0,4.7813,240900.0,5.0
2754,-119.77,36.74,1855.0,519.0,1091.0,443.0,1.5547,93900.0,20.0
2755,-119.46,36.91,2980.0,495.0,1184.0,429.0,3.9141,123900.0,12.0
2756,-118.18,33.91,1260.0,299.0,1535.0,322.0,3.0134,128100.0,41.0
2757,-118.39,34.06,1879.0,397.0,873.0,382.0,3.8158,500001.0,43.0
2758,-118.22,33.99,1849.0,577.0,1529.0,418.0,2.7708,186300.0,4.0
2759,-116.99,33.2,2980.0,539.0,1531.0,505.0,3.1553,250000.0,17.0
2760,-117.16,32.73,1863.0,559.0,906.0,493.0,1.9203,195800.0,52.0
2761,-117.38,33.98,642.0,176.0,462.0,186.0,2.1528,162500.0,10.0
2762,-122.44,38.34,3106.0,715.0,1262.0,665.0,1.9487,233500.0,25.0
2763,-117.88,33.92,3292.0,727.0,1565.0,698.0,5.457,308800.0,13.0
2764,-119.71,34.44,2220.0,367.0,927.0,355.0,5.3184,376000.0,41.0
2765,-119.06,34.37,3885.0,759.0,2504.0,736.0,3.6453,201700.0,32.0
2766,-121.91,37.31,2962.0,898.0,1555.0,795.0,2.5804,216300.0,16.0
2767,-121.56,37.0,3976.0,953.0,3866.0,950.0,2.5387,160100.0,20.0
2768,-122.49,38.0,48.0,8.0,19.0,8.0,7.7197,400000.0,26.0
2769,-118.33,34.02,1667.0,399.0,928.0,375.0,1.8783,118200.0,45.0
2770,-122.26,37.51,3703.0,1075.0,1611.0,1025.0,2.7075,323800.0,29.0
2771,-121.99,37.83,2939.0,380.0,1177.0,396.0,8.0839,372000.0,16.0
2772,-121.42,37.74,796.0,132.0,313.0,152.0,3.15,153200.0,35.0
2773,-121.39,38.61,2024.0,359.0,786.0,364.0,2.4632,156900.0,35.0
2774,-122.42,37.62,1017.0,165.0,407.0,159.0,4.8,306800.0,36.0
2775,-121.44,38.48,4929.0,1010.0,2621.0,870.0,2.7262,109800.0,12.0
2776,-117.48,33.98,2451.0,475.0,1785.0,456.0,3.3966,115000.0,20.0
2777,-122.05,37.38,2424.0,501.0,1367.0,507.0,4.072,364200.0,24.0
2778,-123.92,41.54,2920.0,636.0,1382.0,499.0,2.0202,71100.0,22.0
2779,-119.01,35.4,8739.0,2190.0,4781.0,1919.0,1.7109,44600.0,11.0
2780,-122.33,37.57,2543.0,621.0,1301.0,606.0,3.1111,318400.0,43.0
