,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
983,-118.02,33.83,16.0,1139.0,328.0,665.0,290.0,3.2933,260000.0
984,-116.99,33.01,11.0,1412.0,185.0,529.0,166.0,7.7517,500001.0
985,-122.56,38.01,21.0,2144.0,400.0,840.0,398.0,4.6,239500.0
986,-118.15,34.1,39.0,3856.0,867.0,1847.0,830.0,3.4559,364900.0
987,-117.93,33.73,27.0,3662.0,834.0,3009.0,743.0,3.9816,179500.0
988,-121.09,38.03,21.0,2064.0,342.0,1021.0,359.0,4.517,152200.0
989,-116.66,33.09,24.0,1378.0,272.0,532.0,188.0,1.5909,221900.0
990,-118.26,33.83,24.0,3059.0,729.0,2064.0,629.0,3.5518,184600.0
991,-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,166100.0
992,-116.93,32.83,19.0,3038.0,529.0,1463.0,509.0,3.944,172500.0
993,-122.29,37.85,52.0,477.0,119.0,218.0,106.0,2.5682,120000.0
994,-122.48,37.67,14.0,3395.0,1059.0,2258.0,945.0,2.964,319700.0
995,-119.33,36.31,15.0,1472.0,228.0,892.0,257.0,5.3909,113000.0
996,-118.41,34.21,35.0,1789.0,292.0,897.0,267.0,5.592,239900.0
997,-119.5,34.35,39.0,308.0,38.0,59.0,21.0,11.7794,500001.0
998,-118.33,34.11,48.0,1601.0,464.0,784.0,461.0,3.0642,342900.0
999,-118.3,34.1,29.0,3403.0,1367.0,3432.0,1174.0,1.7083,166700.0
1000,-119.75,34.4,31.0,1997.0,299.0,826.0,301.0,6.8927,500001.0
1001,-120.94,39.32,14.0,3120.0,595.0,1569.0,556.0,3.5385,157400.0
1002,-117.68,35.61,9.0,4241.0,832.0,1929.0,742.0,3.5988,84500.0
1003,-122.27,38.12,45.0,4423.0,1001.0,2109.0,874.0,2.6937,111800.0
1004,-118.21,34.11,32.0,2759.0,499.0,1661.0,533.0,4.3812,228200.0
1005,-117.23,33.1,4.0,1862.0,291.0,685.0,248.0,7.745,237400.0
1006,-119.46,35.14,30.0,2943.0,697.0,1565.0,584.0,2.5313,45800.0
1007,-119.78,36.76,50.0,1343.0,322.0,1063.0,342.0,1.75,49800.0
1008,-117.81,33.66,20.0,2851.0,490.0,1192.0,463.0,5.8752,274200.0
1009,-119.29,34.31,25.0,1092.0,190.0,702.0,215.0,3.9063,192700.0
1010,-122.41,37.61,46.0,2975.0,643.0,1479.0,577.0,3.8214,273600.0
1011,-120.32,37.29,38.0,576.0,130.0,478.0,112.0,2.3382,59600.0
1012,-118.37,34.16,40.0,1973.0,382.0,774.0,352.0,4.4122,282300.0
1013,-122.05,37.05,41.0,2422.0,502.0,915.0,366.0,4.1679,201300.0
1014,-118.46,34.03,52.0,523.0,124.0,317.0,130.0,2.2794,337500.0
1015,-117.12,32.76,43.0,2336.0,644.0,1203.0,614.0,2.3594,127800.0
1016,-122.04,37.57,12.0,5719.0,1064.0,3436.0,1057.0,5.2879,231200.0
1017,-121.97,37.36,34.0,884.0,153.0,534.0,154.0,6.0116,271200.0
1018,-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,165000.0
1019,-119.09,35.3,3.0,2821.0,519.0,1353.0,495.0,3.6852,109800.0
1020,-121.75,36.91,42.0,1368.0,468.0,2312.0,484.0,2.5599,151400.0
1021,-121.86,38.0,4.0,4075.0,927.0,2239.0,849.0,3.5857,165200.0
1022,-118.53,34.45,26.0,828.0,149.0,508.0,158.0,5.2374,185500.0
1023,-117.94,33.81,24.0,4602.0,1131.0,3003.0,1014.0,3.6771,172200.0
1024,-119.84,34.45,26.0,4424.0,616.0,1839.0,601.0,6.3654,331200.0
1025,-118.24,33.91,37.0,1607.0,377.0,1526.0,375.0,1.7158,94300.0
1026,-117.06,33.14,27.0,3819.0,674.0,2447.0,717.0,3.8185,137200.0
1027,-120.98,37.67,33.0,1433.0,298.0,824.0,302.0,2.7621,109100.0
1028,-117.74,34.09,30.0,3199.0,591.0,2192.0,563.0,3.4871,136400.0
1029,-118.18,34.01,39.0,322.0,82.0,319.0,90.0,2.6364,148800.0
1030,-118.24,33.89,32.0,1132.0,266.0,1211.0,279.0,2.1838,98300.0
1031,-123.08,40.4,10.0,365.0,102.0,140.0,49.0,1.7969,37500.0
1032,-117.32,34.07,52.0,1226.0,269.0,693.0,272.0,1.9963,76900.0
1033,-118.24,33.85,25.0,9594.0,1489.0,5237.0,1496.0,5.9684,193300.0
1034,-122.23,37.78,52.0,472.0,146.0,415.0,126.0,2.6429,71300.0
1035,-121.18,38.78,13.0,3480.0,528.0,1432.0,532.0,6.1642,277800.0
1036,-118.1,33.91,29.0,505.0,113.0,411.0,113.0,2.6397,164400.0
1037,-121.97,38.04,38.0,2505.0,554.0,1595.0,498.0,2.5833,83500.0
1038,-118.47,34.0,41.0,2331.0,636.0,1839.0,537.0,2.288,263500.0
1039,-119.31,36.39,32.0,2293.0,466.0,1538.0,468.0,1.9342,68600.0
1040,-122.17,37.71,38.0,890.0,200.0,481.0,198.0,3.244,179800.0
1041,-122.49,37.68,35.0,2405.0,461.0,1583.0,471.0,5.0659,238000.0
1042,-121.3,37.98,39.0,3375.0,659.0,1388.0,631.0,2.6364,93800.0
1043,-121.37,38.57,22.0,4899.0,847.0,1701.0,826.0,5.2449,387000.0
1044,-122.08,37.61,6.0,2605.0,474.0,1568.0,433.0,5.0406,261400.0
1045,-117.11,32.57,32.0,2723.0,586.0,1702.0,562.0,3.3371,140500.0
1046,-122.09,37.4,22.0,1489.0,436.0,662.0,470.0,3.5179,197200.0
1047,-122.01,36.98,27.0,2820.0,730.0,1511.0,745.0,2.589,242400.0
1048,-118.25,34.0,36.0,1033.0,267.0,1112.0,229.0,1.7237,105800.0
1049,-117.83,33.66,16.0,1574.0,385.0,515.0,363.0,5.3423,291700.0
1050,-121.96,37.74,2.0,200.0,20.0,25.0,9.0,15.0001,350000.0
1051,-119.81,36.73,51.0,956.0,196.0,662.0,180.0,2.101,56700.0
1052,-118.62,34.06,25.0,3546.0,584.0,1530.0,601.0,7.4001,500001.0
1053,-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,97700.0
1054,-119.06,36.1,21.0,1344.0,249.0,868.0,221.0,2.5893,63600.0
1055,-122.47,37.75,52.0,1598.0,285.0,689.0,265.0,4.6071,337400.0
1056,-122.54,37.9,41.0,3170.0,622.0,1091.0,528.0,3.7813,389200.0
1057,-119.73,36.76,30.0,1548.0,282.0,886.0,311.0,3.1,71300.0
1058,-122.03,36.96,40.0,584.0,126.0,316.0,139.0,3.5938,243500.0
1059,-119.75,36.78,33.0,1145.0,197.0,508.0,198.0,2.3333,81300.0
1060,-117.3,33.06,24.0,2171.0,511.0,870.0,442.0,3.194,276300.0
1061,-121.99,36.96,16.0,875.0,201.0,300.0,157.0,2.625,377300.0
1062,-120.73,39.63,17.0,1791.0,356.0,432.0,190.0,3.8826,92400.0
1063,-118.48,34.03,19.0,902.0,284.0,414.0,272.0,1.3333,310000.0
1064,-118.22,33.95,36.0,1679.0,483.0,2249.0,487.0,2.8167,160400.0
1065,-118.24,33.97,43.0,1357.0,349.0,1657.0,331.0,2.0819,111800.0
1066,-117.82,35.03,30.0,2555.0,510.0,1347.0,467.0,3.3693,71800.0
1067,-117.02,32.7,18.0,1643.0,283.0,1134.0,269.0,5.1769,133000.0
1068,-122.35,37.94,47.0,1275.0,275.0,844.0,273.0,2.8967,95600.0
1069,-119.8,36.78,50.0,1818.0,374.0,737.0,338.0,2.2614,73000.0
1070,-122.19,37.48,38.0,1300.0,269.0,608.0,292.0,4.5568,286900.0
1071,-122.38,37.59,31.0,3052.0,844.0,1581.0,788.0,3.0744,457700.0
1072,-122.15,37.75,44.0,1938.0,399.0,946.0,331.0,3.225,135800.0
1073,-119.35,36.19,6.0,958.0,226.0,734.0,230.0,1.0349,67800.0
1074,-120.45,34.95,7.0,1479.0,532.0,1057.0,459.0,2.2538,162500.0
1075,-122.28,38.29,19.0,531.0,112.0,139.0,80.0,1.9875,325000.0
1076,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0
1077,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0
1078,-118.22,33.9,22.0,312.0,107.0,583.0,119.0,1.9423,98400.0
1079,-117.67,33.64,11.0,2722.0,554.0,1565.0,508.0,5.1645,164100.0
1080,-122.02,37.01,20.0,1005.0,138.0,345.0,129.0,10.0968,500001.0
1081,-117.38,33.19,17.0,353.0,112.0,359.0,118.0,1.5625,162500.0
1082,-118.01,34.08,30.0,2281.0,522.0,1969.0,500.0,3.6531,166300.0
1083,-118.6,34.13,20.0,14291.0,1934.0,5452.0,1875.0,9.1232,472000.0
1084,-118.52,34.2,19.0,4315.0,1304.0,2490.0,1222.0,2.6437,195000.0
1085,-118.42,34.27,35.0,2700.0,702.0,3444.0,679.0,1.4867,124000.0
1086,-122.08,37.71,35.0,2211.0,350.0,1004.0,365.0,5.4639,238600.0
1087,-117.65,33.57,5.0,1998.0,500.0,1185.0,446.0,4.3542,195600.0
1088,-120.54,37.68,18.0,335.0,76.0,189.0,67.0,1.2273,87500.0
1089,-118.31,34.05,40.0,1667.0,365.0,1161.0,384.0,3.1406,417600.0
1090,-122.42,37.6,34.0,3562.0,565.0,1542.0,563.0,5.8783,405100.0
1091,-118.18,33.98,38.0,1477.0,374.0,1514.0,408.0,2.5703,178600.0
1092,-121.25,36.32,12.0,4776.0,1082.0,4601.0,1066.0,2.9184,100500.0
1093,-118.17,34.69,12.0,4881.0,803.0,2188.0,724.0,4.1667,171900.0
1094,-120.33,39.3,16.0,868.0,178.0,44.0,21.0,3.0,175000.0
1095,-118.38,34.06,29.0,3946.0,1008.0,1676.0,876.0,2.7824,450000.0
1096,-119.78,36.73,52.0,1377.0,319.0,1280.0,259.0,1.2344,43300.0
1097,-118.33,33.97,44.0,2526.0,579.0,1423.0,573.0,2.5363,158800.0
1098,-118.37,34.06,36.0,1661.0,395.0,690.0,365.0,3.3438,500001.0
1099,-119.0,35.39,51.0,1373.0,284.0,648.0,300.0,2.8295,72100.0
1100,-117.95,33.87,35.0,1854.0,383.0,1115.0,381.0,4.4784,185200.0
1101,-118.38,34.58,18.0,1859.0,375.0,913.0,372.0,4.3456,148900.0
1102,-118.29,34.08,25.0,2459.0,823.0,2635.0,763.0,2.4,173900.0
1103,-120.97,37.68,16.0,2493.0,535.0,1370.0,504.0,3.3368,121200.0
1104,-122.28,37.87,52.0,589.0,132.0,288.0,131.0,3.5156,200000.0
1105,-118.14,33.88,41.0,1531.0,343.0,1119.0,341.0,4.3646,161400.0
1106,-122.06,37.38,20.0,4293.0,1272.0,2389.0,1210.0,4.2719,270800.0
1107,-118.54,34.27,28.0,2309.0,300.0,931.0,302.0,6.7415,348200.0
1108,-117.88,33.84,25.0,1781.0,349.0,918.0,378.0,3.9286,262700.0
1109,-118.3,34.19,52.0,1704.0,277.0,746.0,262.0,4.7986,326100.0
1110,-117.84,33.8,35.0,1490.0,251.0,629.0,257.0,4.3661,222100.0
1111,-121.27,38.65,25.0,2787.0,601.0,1247.0,522.0,2.9016,159800.0
1112,-117.88,33.87,21.0,1519.0,388.0,1203.0,366.0,3.2083,145300.0
1113,-119.88,34.42,22.0,2367.0,492.0,1333.0,488.0,3.6304,312200.0
1114,-118.48,34.01,31.0,1829.0,458.0,719.0,392.0,4.4,353800.0
1115,-116.95,33.86,1.0,6.0,2.0,8.0,2.0,1.625,55000.0
1116,-117.67,33.51,17.0,2112.0,480.0,1893.0,433.0,4.0388,120400.0
1117,-118.35,34.04,38.0,1626.0,375.0,1019.0,372.0,2.3687,146800.0
1118,-124.16,40.8,52.0,2167.0,480.0,908.0,451.0,1.6111,74700.0
1119,-118.35,34.05,33.0,2880.0,836.0,1416.0,736.0,2.6781,328800.0
1120,-119.08,34.35,24.0,3663.0,828.0,2718.0,778.0,3.2757,186000.0
1121,-122.51,37.78,45.0,2564.0,499.0,1056.0,460.0,4.7328,351100.0
1122,-118.36,34.14,30.0,1376.0,317.0,629.0,320.0,3.6823,295200.0
1123,-121.96,37.55,4.0,3746.0,993.0,1606.0,838.0,4.1387,162500.0
1124,-117.19,32.77,30.0,2747.0,640.0,3185.0,657.0,3.765,238000.0
1125,-118.09,33.89,42.0,1150.0,215.0,708.0,204.0,3.6875,171500.0
1126,-121.76,36.9,44.0,919.0,309.0,1321.0,301.0,2.0775,121400.0
1127,-118.14,33.92,35.0,2378.0,559.0,1799.0,546.0,3.9327,190500.0
1128,-119.06,34.36,52.0,1239.0,320.0,934.0,298.0,1.8618,183300.0
1129,-118.12,34.16,52.0,2218.0,437.0,1211.0,422.0,5.0237,241900.0
1130,-117.8,34.15,14.0,7876.0,1253.0,3699.0,1162.0,5.5423,248700.0
1131,-120.04,39.24,30.0,2369.0,469.0,510.0,213.0,2.65,123800.0
1132,-121.47,38.48,25.0,2969.0,551.0,1745.0,487.0,2.6382,76200.0
1133,-122.27,37.54,15.0,2126.0,310.0,905.0,306.0,8.9083,500001.0
1134,-122.02,37.54,31.0,1240.0,264.0,719.0,236.0,3.535,210300.0
1135,-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,4.8831,154400.0
1136,-122.04,37.35,20.0,2016.0,313.0,767.0,310.0,6.837,383000.0
1137,-117.12,32.76,41.0,1469.0,421.0,803.0,395.0,2.1856,120500.0
1138,-117.34,34.18,7.0,2914.0,481.0,1584.0,499.0,4.6312,124900.0
1139,-121.02,37.67,32.0,3951.0,797.0,1916.0,740.0,2.6722,111500.0
1140,-119.06,34.38,33.0,1465.0,262.0,731.0,266.0,3.9464,230300.0
1141,-118.16,33.91,35.0,1403.0,338.0,1415.0,367.0,3.0967,144000.0
1142,-121.92,37.34,52.0,2584.0,491.0,1087.0,433.0,4.4,391300.0
1143,-119.03,34.21,11.0,4528.0,729.0,2398.0,684.0,5.3044,319000.0
1144,-121.96,37.34,37.0,663.0,127.0,293.0,132.0,3.7813,247800.0
1145,-114.61,33.62,16.0,1187.0,261.0,1115.0,242.0,2.1759,61500.0
1146,-117.27,33.15,4.0,23915.0,4135.0,10877.0,3958.0,4.6357,244900.0
1147,-121.37,38.62,27.0,1743.0,380.0,697.0,368.0,1.6678,166100.0
1148,-118.18,33.82,43.0,2210.0,469.0,1042.0,418.0,3.5,216700.0
1149,-118.02,33.77,33.0,2683.0,436.0,1520.0,456.0,5.0091,211500.0
1150,-120.05,34.47,21.0,1241.0,248.0,746.0,211.0,3.8056,425000.0
1151,-118.25,34.01,45.0,782.0,270.0,1030.0,235.0,1.0898,93400.0
1152,-119.54,38.51,14.0,1250.0,272.0,721.0,234.0,2.35,95700.0
1153,-117.27,34.5,7.0,2045.0,342.0,878.0,292.0,6.0296,194100.0
1154,-121.96,36.99,23.0,3209.0,748.0,1423.0,666.0,2.7375,238000.0
1155,-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,134900.0
1156,-121.28,37.95,49.0,1200.0,364.0,1448.0,318.0,1.1094,52500.0
1157,-117.96,33.79,29.0,1813.0,501.0,1170.0,482.0,2.0677,214500.0
1158,-118.44,34.17,25.0,4966.0,1134.0,1941.0,958.0,3.8081,286700.0
1159,-122.31,37.52,35.0,1817.0,262.0,659.0,262.0,6.8336,457200.0
1160,-117.97,33.92,24.0,2017.0,416.0,900.0,436.0,3.0,251400.0
1161,-117.71,34.05,20.0,2281.0,444.0,1545.0,481.0,2.5735,130500.0
1162,-118.42,34.02,26.0,2664.0,842.0,1745.0,789.0,3.4269,301900.0
1163,-120.25,37.11,20.0,2062.0,466.0,1285.0,456.0,1.5319,50500.0
1164,-121.35,38.51,29.0,2337.0,391.0,1054.0,352.0,4.2206,157700.0
1165,-120.25,38.55,15.0,4403.0,891.0,1103.0,433.0,3.0125,111700.0
1166,-118.02,34.02,21.0,5992.0,986.0,2647.0,969.0,5.2405,302400.0
1167,-120.66,35.26,15.0,5540.0,1319.0,2383.0,1165.0,2.2656,226200.0
1168,-120.66,40.42,35.0,1450.0,325.0,717.0,297.0,2.5074,66400.0
1169,-118.15,35.06,15.0,1069.0,296.0,569.0,263.0,2.0441,73300.0
1170,-122.51,37.78,47.0,2496.0,494.0,1201.0,454.0,4.0353,342200.0
1171,-120.46,34.65,22.0,1298.0,358.0,1272.0,363.0,1.6488,117500.0
1172,-117.93,33.93,25.0,2431.0,534.0,1702.0,523.0,3.7933,184400.0
1173,-118.21,33.97,49.0,1409.0,313.0,1268.0,317.0,3.9408,170600.0
1174,-120.18,34.62,25.0,1337.0,219.0,671.0,225.0,3.1912,226400.0
1175,-122.14,37.43,18.0,2060.0,563.0,1144.0,600.0,4.0686,378600.0
1176,-123.11,40.6,23.0,708.0,202.0,316.0,136.0,1.1602,65000.0
1177,-117.94,33.84,25.0,4016.0,831.0,2166.0,774.0,3.1884,135400.0
1178,-122.75,38.48,4.0,6487.0,1112.0,2958.0,1131.0,4.5417,197400.0
1179,-121.61,37.15,16.0,5498.0,729.0,2051.0,694.0,7.8601,416300.0
1180,-122.42,40.6,5.0,2614.0,433.0,1275.0,411.0,3.4464,122900.0
1181,-119.16,34.95,14.0,4054.0,787.0,1581.0,579.0,3.0882,148200.0
1182,-118.63,34.24,9.0,4759.0,924.0,1884.0,915.0,4.8333,277200.0
1183,-121.95,36.98,34.0,3745.0,958.0,1622.0,802.0,3.1546,261200.0
1184,-117.25,32.79,43.0,906.0,240.0,458.0,205.0,1.8365,328600.0
1185,-119.18,34.22,15.0,4615.0,1008.0,2549.0,973.0,3.9063,198700.0
1186,-117.26,32.82,34.0,5846.0,785.0,1817.0,747.0,8.496,500001.0
1187,-117.07,32.79,25.0,2489.0,314.0,911.0,309.0,7.8336,277600.0
1188,-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,89000.0
1189,-118.25,34.13,52.0,322.0,88.0,229.0,89.0,2.125,243800.0
1190,-117.28,34.26,18.0,3895.0,689.0,1086.0,375.0,3.3672,133600.0
1191,-122.57,38.11,32.0,3521.0,748.0,1706.0,723.0,3.4705,228600.0
1192,-122.45,37.79,52.0,1457.0,215.0,495.0,208.0,10.7097,500001.0
1193,-117.77,33.71,15.0,2102.0,295.0,1060.0,303.0,7.3141,337100.0
1194,-119.44,36.61,17.0,1531.0,280.0,775.0,246.0,3.9073,91600.0
1195,-118.32,33.93,37.0,2379.0,462.0,1327.0,445.0,4.25,172100.0
1196,-118.22,33.79,28.0,3008.0,629.0,2537.0,596.0,2.3,137500.0
1197,-122.65,38.48,17.0,1090.0,164.0,473.0,163.0,5.5061,231800.0
1198,-121.23,37.96,44.0,2204.0,473.0,1277.0,435.0,1.5539,59200.0
1199,-117.86,34.09,26.0,3408.0,542.0,1664.0,543.0,6.1498,239100.0
1200,-122.06,37.86,16.0,5187.0,1014.0,1512.0,986.0,4.4551,252400.0
1201,-117.36,34.1,29.0,2819.0,637.0,1683.0,608.0,2.3205,87600.0
1202,-117.3,34.1,49.0,60.0,11.0,76.0,13.0,2.5625,75000.0
1203,-122.14,38.03,42.0,118.0,34.0,54.0,30.0,2.5795,225000.0
1204,-121.64,36.8,18.0,5915.0,1000.0,2975.0,975.0,4.5812,255200.0
1205,-122.24,38.01,11.0,3751.0,565.0,1949.0,555.0,5.7862,269400.0
1206,-116.86,34.31,19.0,1649.0,328.0,382.0,151.0,4.0556,133000.0
1207,-122.71,37.88,21.0,2845.0,552.0,599.0,250.0,4.3125,495800.0
1208,-117.09,32.56,8.0,864.0,156.0,626.0,172.0,4.8984,151500.0
1209,-122.25,37.47,35.0,3183.0,515.0,1313.0,487.0,5.9062,383200.0
1210,-118.12,33.77,20.0,4534.0,954.0,1941.0,892.0,6.0362,463500.0
1211,-120.96,37.67,17.0,2434.0,511.0,1558.0,546.0,2.9219,114300.0
1212,-119.3,36.32,23.0,3521.0,615.0,1712.0,636.0,3.3875,92500.0
1213,-117.39,33.96,52.0,1992.0,345.0,948.0,358.0,3.2917,129300.0
1214,-121.0,37.6,22.0,4412.0,925.0,3116.0,817.0,2.6899,82100.0
1215,-117.09,32.64,19.0,2571.0,791.0,1205.0,783.0,1.62,131300.0
1216,-122.05,37.93,15.0,7803.0,1603.0,2957.0,1546.0,4.45,184900.0
1217,-120.43,34.87,26.0,1699.0,272.0,799.0,266.0,3.9871,157700.0
1218,-122.09,37.69,43.0,500.0,110.0,273.0,120.0,3.3125,150000.0
1219,-118.46,34.01,39.0,711.0,148.0,347.0,153.0,4.2813,297200.0
1220,-121.98,37.37,35.0,995.0,202.0,615.0,199.0,5.0942,217500.0
1221,-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,381900.0
1222,-117.81,33.83,8.0,7326.0,884.0,2569.0,798.0,10.157,477100.0
1223,-118.16,33.89,38.0,483.0,113.0,389.0,108.0,2.1859,143800.0
1224,-115.57,32.78,25.0,2007.0,301.0,1135.0,332.0,5.128,99600.0
1225,-117.62,33.42,27.0,1005.0,266.0,460.0,243.0,3.1029,190600.0
1226,-121.51,38.56,43.0,1048.0,312.0,1320.0,294.0,1.0649,137500.0
1227,-117.11,32.75,18.0,1943.0,587.0,1329.0,522.0,1.7696,103100.0
1228,-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,211800.0
1229,-122.01,37.58,17.0,4313.0,717.0,2629.0,721.0,5.7579,231800.0
1230,-116.85,34.26,18.0,6988.0,1635.0,2044.0,726.0,2.4308,90600.0
1231,-122.18,37.15,17.0,1457.0,289.0,591.0,235.0,5.5785,284100.0
1232,-116.95,32.82,19.0,5308.0,1058.0,2852.0,1092.0,2.9161,135700.0
1233,-117.23,32.74,16.0,1953.0,404.0,798.0,385.0,4.8167,169800.0
1234,-117.84,34.11,17.0,3499.0,621.0,1911.0,621.0,4.8894,191700.0
1235,-122.49,37.76,48.0,1351.0,270.0,650.0,265.0,3.5278,339800.0
1236,-117.93,33.71,10.0,2775.0,717.0,1581.0,633.0,4.1366,158800.0
1237,-118.18,33.74,30.0,5915.0,1750.0,2136.0,1503.0,4.0968,310000.0
1238,-118.08,33.92,38.0,1335.0,282.0,1011.0,269.0,3.6908,157500.0
1239,-118.3,34.01,52.0,1444.0,343.0,1154.0,334.0,2.0625,134400.0
1240,-122.17,39.31,35.0,2791.0,552.0,1395.0,476.0,2.5625,62700.0
1241,-117.14,32.75,19.0,1358.0,613.0,766.0,630.0,1.0353,150000.0
1242,-117.94,34.04,36.0,1431.0,354.0,1367.0,334.0,3.5592,160200.0
1243,-121.74,37.19,11.0,1290.0,197.0,881.0,191.0,4.2039,500001.0
1244,-118.36,33.81,26.0,1575.0,300.0,881.0,309.0,5.1778,359900.0
1245,-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,492300.0
1246,-118.19,33.81,23.0,954.0,390.0,804.0,373.0,2.5833,181300.0
1247,-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,3.0704,151600.0
1248,-117.24,32.85,18.0,3117.0,475.0,904.0,368.0,6.7587,388500.0
1249,-117.24,32.8,29.0,3376.0,882.0,1513.0,843.0,3.101,238200.0
1250,-120.98,38.66,9.0,2073.0,404.0,916.0,373.0,3.225,163300.0
1251,-119.63,36.76,22.0,4126.0,614.0,1795.0,613.0,4.925,154700.0
1252,-121.65,37.12,14.0,4721.0,999.0,2648.0,888.0,3.6895,239300.0
1253,-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,299400.0
1254,-122.11,37.7,23.0,1689.0,461.0,828.0,443.0,2.1552,161400.0
1255,-118.29,33.95,35.0,1401.0,362.0,1357.0,327.0,2.0917,99300.0
1256,-117.76,34.06,30.0,1700.0,504.0,1719.0,459.0,2.227,91900.0
1257,-118.32,34.08,52.0,2370.0,473.0,1053.0,434.0,4.1429,380300.0
1258,-117.08,32.72,32.0,2286.0,468.0,1741.0,467.0,3.0446,101900.0
1259,-117.13,32.79,35.0,1362.0,243.0,698.0,255.0,3.6458,173800.0
1260,-121.94,36.98,24.0,3010.0,562.0,1360.0,504.0,4.2006,290700.0
1261,-118.23,33.96,36.0,1062.0,270.0,1136.0,273.0,1.6597,109100.0
1262,-121.98,37.36,34.0,1735.0,318.0,1019.0,301.0,4.5625,242700.0
1263,-118.28,34.12,50.0,2384.0,312.0,836.0,337.0,12.8763,500001.0
1264,-122.13,37.15,39.0,2854.0,613.0,1338.0,518.0,3.9423,180300.0
1265,-118.2,33.78,48.0,1766.0,497.0,1908.0,466.0,1.9872,168800.0
1266,-117.73,34.12,26.0,1279.0,163.0,412.0,157.0,6.1731,293800.0
1267,-117.99,33.69,12.0,2480.0,858.0,1441.0,788.0,1.6705,350000.0
1268,-117.94,34.06,32.0,3418.0,662.0,2003.0,622.0,4.0333,210200.0
1269,-117.39,34.11,5.0,2987.0,457.0,1821.0,485.0,4.8889,138900.0
1270,-122.0,38.35,38.0,1918.0,364.0,745.0,348.0,2.5707,126000.0
1271,-120.98,37.59,2.0,5042.0,834.0,2784.0,787.0,4.6484,145900.0
1272,-118.26,34.12,45.0,2839.0,698.0,1768.0,653.0,3.1306,214000.0
1273,-122.16,37.68,16.0,1687.0,348.0,568.0,352.0,2.3869,83300.0
1274,-118.12,33.83,45.0,1579.0,278.0,687.0,285.0,5.0424,225900.0
1275,-117.88,33.79,32.0,1484.0,295.0,928.0,295.0,5.1418,190300.0
1276,-122.41,37.71,40.0,2054.0,433.0,1738.0,429.0,4.9926,213900.0
1277,-122.39,37.73,43.0,4864.0,972.0,3134.0,959.0,4.3393,217300.0
1278,-121.93,36.63,33.0,1740.0,342.0,638.0,329.0,3.1912,319800.0
1279,-120.31,38.02,11.0,2366.0,398.0,1046.0,387.0,3.8203,139700.0
1280,-122.47,37.61,34.0,4551.0,837.0,2208.0,834.0,5.4364,279300.0
1281,-117.68,34.0,5.0,3761.0,580.0,2335.0,648.0,5.7338,225400.0
1282,-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0
1283,-117.18,32.92,4.0,15025.0,2616.0,7560.0,2392.0,5.196,210700.0
1284,-117.7,33.6,26.0,2283.0,506.0,634.0,469.0,2.3774,74300.0
1285,-122.48,37.75,52.0,2074.0,401.0,1136.0,409.0,4.7703,331000.0
1286,-117.15,32.74,26.0,3149.0,832.0,1320.0,808.0,3.0259,211700.0
1287,-119.9,36.79,22.0,1970.0,332.0,1066.0,319.0,3.3125,106100.0
1288,-117.19,32.78,34.0,4108.0,664.0,1659.0,644.0,4.4097,252000.0
1289,-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,319400.0
1290,-117.78,33.68,15.0,1834.0,330.0,841.0,309.0,6.0634,234300.0
1291,-119.67,36.65,20.0,2512.0,449.0,1464.0,450.0,3.9211,92300.0
1292,-118.26,34.02,41.0,848.0,323.0,1428.0,313.0,1.5603,109600.0
1293,-122.24,38.01,16.0,2084.0,315.0,1154.0,307.0,6.0102,235600.0
1294,-122.25,38.16,17.0,4459.0,944.0,1812.0,888.0,2.9375,106700.0
1295,-117.32,33.8,11.0,3196.0,576.0,1757.0,552.0,4.0982,173300.0
1296,-118.21,34.06,52.0,470.0,115.0,434.0,123.0,2.095,109100.0
1297,-119.77,36.8,24.0,3748.0,770.0,1827.0,719.0,2.7222,83100.0
1298,-121.86,37.41,16.0,1603.0,287.0,1080.0,296.0,6.1256,266900.0
1299,-117.97,33.88,9.0,1344.0,279.0,530.0,265.0,5.0731,185100.0
1300,-121.84,39.72,52.0,1457.0,389.0,802.0,342.0,0.9566,69000.0
1301,-118.51,34.2,37.0,2066.0,434.0,1031.0,414.0,4.0924,188400.0
1302,-117.93,33.78,28.0,4380.0,820.0,2187.0,835.0,3.9018,182300.0
1303,-117.75,33.61,16.0,2270.0,488.0,709.0,489.0,3.2845,227600.0
